,Flag,Company,Ticker,Unnamed: 3,Activist_Group,Start_Date,Hostility_End_Date,Start_Year,Start_Month,Start_Day,Stake_End_Date,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Link,News_Search,Start_Date_And_Time,Current_Ticker,First_Affected_Date,Hostility_End_Date.1,End_Year,End_Month,End_Day,Sector,Industry_Name,Outcome,Region_Exchange,Country_Exchange,Country_Incorporation,State_Incorporation,Proxy_Fight_Boolean,Campaign_Status,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return
2176,225134646,Royce Global Value Trust Inc,RGT US,#N/A Field Not Applicable,Saba Capital Management LP,1/5/2020,7/12/2020,2020,6,29,30/12/2020 0:00,1: Realize NAV,48.02669,119562900.0,13.2,DOCV /ID 0000921895-20-001258,NI COMPANY:RGT@US 'Saba',Start: 2020-05-01. UTC: 2020-05-01T20:57:29.000Z,RGT US Equity,04/05/2020 0:00,7/12/2020,2020.0,12.0,7.0,Investment Fund,Closed-End Fund,Success,North America,United States,UNITED STATES OF AMERICA,MD,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,15782302.8,-1.020408,62.34293,49.55273,48.02669
2178,225134646,National Holdings Corp,NATIONAL HOLDINGS,#N/A Invalid Security,B Riley Financial Inc,1/5/2020,27/07/2020 0:00,2020,7,6,25/02/2021 0:00,2: Acquire Company; Other (Delist from Nasdaq Capital Market),137.2336,18462800.0,46.4,DOCV /ID 0001213900-20-010716,NI COMPANY:1878409D@US 'B Riley',Start: 2020-05-01. UTC: 2020-05-01T14:46:18.000Z,1878409D US Equity,01/05/2020 0:00,27/07/2020 0:00,2020.0,7.0,27.0,Financials,Institutional Financial Svcs,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,8566739.2,18.9781,137.2336,99.39264,137.2336
2179,225134646,58.com Inc,WUBA US,#N/A Field Not Applicable,abrdn plc,30/04/2020 0:00,18/09/2020 0:00,2020,7,6,18/09/2020 0:00,1: Oppose Merger (Target),7.876448,7751285000.0,6.0,NSN Q9LY8VT0AFB8,NI COMPANY:WUBA@US 'abrdn plc',Start: 2020-04-30. UTC: 2020-04-30T15:51:17.679Z,WUBA US Equity,30/04/2020 0:00,18/09/2020 0:00,2020.0,9.0,18.0,Communications,Internet Media & Services,Unsuccessful,North America,United States,CAYMAN ISLANDS,,No Proxy Fight,Closed - Activist Stake Sold,Engagement Focus,394786386.0,0.289575,7.876448,7.564966,7.876448
2183,225134646,GAIN Capital Holdings Inc,GCAP US,GCAP,JB Capital Partners LP,22/04/2020 0:00,30/07/2020 0:00,2020,7,16,30/07/2020 0:00,4: Oppose Merger (Target); Sale of Company; Strategic Review; Return Capital/Buybacks,2.010022,224284400.0,7.72,DOCV /ID 0001140361-20-009470,NI COMPANY:GCAP@US 'JB Capital',Start: 2020-04-22. UTC: 2020-04-22T21:27:25.000Z,GCAP US Equity,23/04/2020 0:00,30/07/2020 0:00,2020.0,7.0,30.0,Financials,Asset Management,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,17314755.68,7.023411,2.010022,-4.684385,2.010022
2185,225134646,HC2 Holdings Inc,VATE US,VATE,Lancer Capital Ltd,21/04/2020 0:00,13/06/2023 0:00,2020,7,20,13/06/2023 0:00,"2: Remove Director/Withhold Votes; Other (Waiver of the share purchase limitations to purchase up to an additional 3,300,000 shares)",-17.44534,111043400.0,5.3,NSN Q94UG73S3GU8,NI COMPANY:VATE@US 'Lancer Capital',Start: 2020-04-21. UTC: 2020-04-21T10:00:07.372Z,VATE US Equity,21/04/2020 0:00,13/06/2023 0:00,2023.0,6.0,13.0,Industrials,Engineering & Construction,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,5885300.2,8.368201,55.89001,-23.82022,-5.91325
2193,225134646,Western Asset Inflation - Linked Securities & Income Fund,WIA US,#N/A Review,Karpus Management Inc,13/04/2020 0:00,,2020,8,5,,Stake Only 13D: No Public Activism,9.661629,320391470.0,25.28,DOCV /ID 0001048703-20-000085,NI COMPANY:WIA@US 'Karpus',Start: 2020-04-13. UTC: 2020-04-13T19:51:45.000Z,WIA US Equity,13/04/2020 0:00,,,,,Investment Fund,Closed-End Fund,Not Applicable,North America,United States,UNITED STATES OF AMERICA,MA,No Proxy Fight,"Open - Stake Open, No Hostilities Announced",Secondary Focus,80994963.62,-0.272975,24.57562,9.961797,2.42144
2197,225134646,Western Asset Inflation - Linked Securities & Income Fund,WIA US,#N/A Review,Bulldog Investors LLP,7/4/2020,7/4/2021,2020,8,10,07/04/2021 0:00,1: Realize NAV,29.63683,306689560.0,,DOCV /ID 0001504304-20-000027,NI COMPANY:WIA@US 'Bulldog',Start: 2020-04-07. UTC: 2020-04-07T15:33:12.000Z,WIA US Equity,07/04/2020 0:00,7/4/2021,2021.0,4.0,7.0,Investment Fund,Closed-End Fund,Success,North America,United States,UNITED STATES OF AMERICA,MA,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,0.665399,29.63683,28.77993,29.63683
2200,225134646,Royce Global Value Trust Inc,RGT US,#N/A Field Not Applicable,Bulldog Investors LLP,7/4/2020,7/4/2021,2020,8,13,07/04/2021 0:00,1: Realize NAV,88.99463,103020600.0,,DOCV /ID 0001504304-20-000024,NI COMPANY:RGT@US 'Bulldog',Start: 2020-04-07. UTC: 2020-04-07T15:22:19.000Z,RGT US Equity,07/04/2020 0:00,7/4/2021,2021.0,4.0,7.0,Investment Fund,Closed-End Fund,Success,North America,United States,UNITED STATES OF AMERICA,MD,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,1.105651,88.99463,86.92786,88.99463
2201,225134646,Western Asset Variable Rate Strategic Fund Inc,GFY US,#N/A Field Not Applicable,Bulldog Investors LLP,7/4/2020,20/11/2020 0:00,2020,8,19,20/11/2020 0:00,1: Realize NAV,19.90033,65958840.0,6.64,DOCV /ID 0001504304-20-000023,NI COMPANY:GFY@US 'Bulldog',Start: 2020-04-07. UTC: 2020-04-07T15:19:54.000Z,GFY US Equity,07/04/2020 0:00,20/11/2020 0:00,2020.0,11.0,20.0,Investment Fund,Closed-End Fund,Success,North America,United States,UNITED STATES OF AMERICA,MD,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,4379666.976,-0.141543,,20.07028,19.90033
2210,225134646,HC2 Holdings Inc,VATE US,VATE,JDS1 LLC and CCUR Holdings Inc,7/4/2020,14/05/2020 0:00,2020,9,8,22/03/2021 0:00,1: Board Representation,138.7419,79914100.0,8.32,DOCV /ID 0001104659-20-043926,NI COMPANY:VATE@US 'JDS1',Start: 2020-04-07. UTC: 2020-04-07T10:44:42.000Z,VATE US Equity,07/04/2020 0:00,14/05/2020 0:00,2020.0,5.0,14.0,Industrials,Engineering & Construction,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,6648853.12,12.7907,130.0074,111.6681,138.7419
2214,225134646,Western Asset Variable Rate Strategic Fund Inc,GFY US,#N/A Field Not Applicable,Relative Value Partners Group LLC,31/03/2020 0:00,,2020,9,14,20/11/2020 0:00,Stake Only 13D: No Public Activism,29.22896,61197480.0,32.12,DOCV /ID 0001649910-20-000012,NI COMPANY:GFY@US 'Relative Value',Start: 2020-03-31. UTC: 2020-03-31T19:22:01.000Z,GFY US Equity,31/03/2020 0:00,,,,,Investment Fund,Closed-End Fund,Not Applicable,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,19656630.58,5.339436,,22.67861,29.22896
2222,225134646,Spok Holdings Inc,SPOK US,SPOK,Palogic Value Management LP,25/03/2020 0:00,30/07/2020 0:00,2020,9,21,30/07/2020 0:00,3: Sale of Company; Strategic Review; Other (Set director term limit to less than 15 years),-9.082745,203278900.0,4.3,NSN Q7R1KP3MMTC0,NI COMPANY:SPOK@US 'Palogic Value',Start: 2020-03-25. UTC: 2020-03-25T12:34:01.880Z,SPOK US Equity,25/03/2020 0:00,30/07/2020 0:00,2020.0,7.0,30.0,Communications,Telecommunications,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,8740992.7,-1.025163,2.712307,-8.141041,-9.082745
2224,225134646,Golar LNG Ltd,GLNG US,GLNG,BW Group Ltd,23/03/2020 0:00,,2020,9,22,26/01/2021 0:00,Stake Only 13D: No Public Activism,62.71676,700996000.0,6.93,DOCV /ID 0000947871-20-000252,NI COMPANY:GLNG@US 'BW Group',Start: 2020-03-23. UTC: 2020-03-23T21:19:14.000Z,GLNG US Equity,24/03/2020 0:00,,,,,Energy,Oil & Gas Producers,Not Applicable,North America,United States,BERMUDA,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,48579022.8,19.9422,59.82659,35.66265,62.71676
2225,225134646,Quorum Health Corp,QUORUM HEALTH,#N/A Invalid Security,Mudrick Capital Management LP,23/03/2020 0:00,7/7/2020,2020,9,24,07/07/2020 0:00,4: Other (Amendment to the existing credit agreement); Other (Terminate the RSA); Other (Revise Plan for Recoveries); Board Representation,-81.25,15799700.0,9.9,DOCV /ID 0000921895-20-000859,NI COMPANY:QHCCQ@US 'Mudrick',Start: 2020-03-23. UTC: 2020-03-23T21:18:59.000Z,QHCCQ US Equity,24/03/2020 0:00,7/7/2020,2020.0,7.0,7.0,Health Care,Health Care Facilities & Svcs,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,1564170.3,2.104167,-81.25,-81.6364,-81.25
2229,225134646,Potbelly Corp,POTBELLY,#N/A Invalid Security,Chain of Lakes Investment Fund LLC,19/03/2020 0:00,19/03/2021 0:00,2020,10,1,19/03/2021 0:00,Discussions only,228.8044,43494200.0,5.4,DOCV /ID 0001398344-20-006241,NI COMPANY:PBPB@US 'Chain of',Start: 2020-03-19. UTC: 2020-03-19T14:42:30.000Z,PBPB US Equity,19/03/2020 0:00,19/03/2021 0:00,2021.0,3.0,19.0,Consumer Discretionary,Leisure Facilities & Services,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,2348686.8,21.73913,228.8044,170.0893,228.8044
2237,225134646,Spok Holdings Inc,SPOK US,SPOK,B Riley Financial Inc,17/03/2020 0:00,16/06/2020 0:00,2020,10,7,31/12/2020 0:00,1: Acquire Company,33.3119,164063000.0,2.6,NSN Q7C8233MMTC0,NI COMPANY:SPOK@US 'B Riley',Start: 2020-03-17. UTC: 2020-03-17T12:30:03.394Z,SPOK US Equity,17/03/2020 0:00,16/06/2020 0:00,2020.0,6.0,16.0,Communications,Telecommunications,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,4265638.0,33.37183,35.98198,-0.044928,33.3119
2242,225134646,Limbach Holdings Inc,LMB US,LMB,Talanta Investment Group LLC,13/03/2020 0:00,,2020,10,8,13/03/2021 0:00,Stake Only 13D: No Public Activism,226.0526,29218000.0,7.6,DOCV /ID 0001104659-20-033049,NI COMPANY:LMB@US 'Talanta',Start: 2020-03-13. UTC: 2020-03-13T19:10:59.000Z,LMB US Equity,13/03/2020 0:00,,,,,Industrials,Engineering & Construction,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,2220568.0,2.631579,226.0526,217.6923,226.0526
2243,225134646,Leaf Group Ltd,LEAF US,DMD,Boyle Capital Management LLC,12/3/2020,22/06/2020 0:00,2020,10,12,22/06/2020 0:00,3: Break Up; Strategic Review; Sale of Company,27.14932,57896700.0,,NSN Q72YWOMEQTXC,NI COMPANY:LEAF@US 'Boyle Capital',Start: 2020-03-12. UTC: 2020-03-12T12:34:00.111Z,LEAF US Equity,12/03/2020 0:00,22/06/2020 0:00,2020.0,6.0,22.0,Communications,Internet Media & Services,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,,9.049774,173.7557,16.59751,27.14932
2252,225134646,USA Technologies Inc,A US,A,Kurt King,6/3/2020,6/3/2021,2020,10,27,06/03/2021 0:00,1: Management Changes,23.52941,490911400.0,1.0,NSN Q6S5WL3MMTC0,NI COMPANY:CTLP@US 'Kurt King',Start: 2020-03-06. UTC: 2020-03-06T16:31:33.997Z,CTLP US Equity,06/03/2020 0:00,6/3/2021,2021.0,3.0,6.0,Technology,Software,Success,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,4909114.0,-3.267974,23.52941,27.7027,23.52941
2253,225134646,Big Lots Inc,BIG US,BIG,Macellum Capital Management LLC (Group: Macellum Capital Management LLC and Ancora Advisors LLC),6/3/2020,23/04/2020 0:00,2020,10,27,02/09/2020 0:00,5: Board Control; Break Up; Strategic Review; Return Capital/Buybacks; Real Estate Separation,200.8369,648500400.0,11.0,NSN Q6RTOX3MSFLS,NI COMPANY:BIG@US 'Macellum',Start: 2020-03-06. UTC: 2020-03-06T12:07:45.857Z,BIG US Equity,06/03/2020 0:00,23/04/2020 0:00,2020.0,4.0,23.0,Consumer Staples,Retail - Consumer Staples,Partial Success,North America,United States,UNITED STATES OF AMERICA,OH,Proxy Fight,Closed - Activist Stake Sold,Core Activist,71335044.0,6.983745,290.5406,181.1987,200.8369
2254,225134646,Big Lots Inc,BIG US,BIG,Ancora Advisors LLC (Group: Macellum Capital Management LLC and Ancora Advisors LLC),6/3/2020,23/04/2020 0:00,2020,10,27,02/09/2020 0:00,5: Board Control; Break Up; Strategic Review; Return Capital/Buybacks; Real Estate Separation,200.8369,648500400.0,11.0,NSN Q6RTOX3MSFLS,NI COMPANY:BIG@US 'Ancora',Start: 2020-03-06. UTC: 2020-03-06T12:07:45.857Z,BIG US Equity,06/03/2020 0:00,23/04/2020 0:00,2020.0,4.0,23.0,Consumer Staples,Retail - Consumer Staples,Partial Success,North America,United States,UNITED STATES OF AMERICA,OH,Proxy Fight,Closed - Activist Stake Sold,Core Activist,71335044.0,6.983745,290.5406,181.1987,200.8369
2267,225134646,Geospace Technologies Corp,GEOSPACE TECHNOLOGIES,#N/A Invalid Security,Sansone Capital Management LLC,18/02/2020 0:00,18/02/2021 0:00,2020,11,4,18/02/2021 0:00,1: Board Representation,-26.65245,192217200.0,4.4,DOCV /ID 0001445866-20-000141,NI COMPANY:GEOS@US 'Sansone',Start: 2020-02-18. UTC: 2020-02-18T20:00:16.000Z,GEOS US Equity,18/02/2020 0:00,18/02/2021 0:00,2021.0,2.0,18.0,Energy,Oil & Gas Services & Equip,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,TX,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,8457556.8,-0.639659,-28.42928,-26.18026,-26.590307
2268,225134646,Intelsat SA,1991211D LX,#N/A Field Not Applicable,Appaloosa Management LP,18/02/2020 0:00,23/04/2020 0:00,2020,11,6,23/04/2020 0:00,1: Other (Opposes FCC approach for clearing C-band spectrum),-63.87097,437100000.0,7.4,DOCV /ID 0000905718-20-000263,NI COMPANY:INTEQ@US 'Appaloosa',Start: 2020-02-18. UTC: 2020-02-18T15:12:07.000Z,INTEQ US Equity,18/02/2020 0:00,23/04/2020 0:00,2020.0,4.0,23.0,Communications,Telecommunications,Unsuccessful,North America,United States,LUXEMBOURG,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,32345400.0,25.80645,-83.16451,-71.28205,-63.87097
2274,225134646,USA Technologies Inc,A US,A,Fisher Park Capital LP,13/02/2020 0:00,13/02/2021 0:00,2020,11,10,13/02/2021 0:00,1: Other (Prepone Annual Meeting),14.62857,558471400.0,3.0,NSN Q5N5GC3MSFLT,NI COMPANY:CTLP@US 'Fisher Park',Start: 2020-02-13. UTC: 2020-02-13T13:00:12.776Z,CTLP US Equity,13/02/2020 0:00,13/02/2021 0:00,2021.0,2.0,13.0,Technology,Software,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,16754142.0,-0.571429,14.62857,15.28736,14.585819
2280,225134646,Quorum Health Corp,QUORUM HEALTH,#N/A Invalid Security,Davidson Kempner Capital Management LP,5/2/2020,7/7/2020,2020,11,17,07/07/2020 0:00,5: Management Changes; Remove Director/Withhold Votes; Strategic Review; Sale of Company; Break Up,-91.66666,35549300.0,9.03,DOCV /ID 0001193125-20-024763,NI COMPANY:QHCCQ@US 'Davidson Kempner',Start: 2020-02-05. UTC: 2020-02-05T11:37:54.000Z,QHCCQ US Equity,05/02/2020 0:00,7/7/2020,2020.0,7.0,7.0,Health Care,Health Care Facilities & Svcs,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,3210101.79,3.703704,-91.66666,-91.96429,-91.66666
2287,225134646,Potbelly Corp,POTBELLY,#N/A Invalid Security,180 Degree Capital Corp,28/01/2020 0:00,11/2/2022,2020,11,19,,Discussions only,210.67,95138300.0,6.0,DOCV /ID 0000893739-20-000004,NI COMPANY:PBPB@US '180 Degree',Start: 2020-01-28. UTC: 2020-01-28T13:36:35.000Z,PBPB US Equity,28/01/2020 0:00,11/2/2022,2022.0,2.0,11.0,Consumer Discretionary,Leisure Facilities & Services,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,"Open - Stake Open, Hostilities Ended",Secondary Focus,5708298.0,2.233251,19.60298,203.8835,32.180092
2289,225134646,Golar LNG Ltd,GLNG US,GLNG,Luxor Capital Group LP,28/01/2020 0:00,18/02/2021 0:00,2020,11,23,18/02/2021 0:00,Discussions only,2.457467,1071754000.0,11.0,DOCV /ID 0001140361-20-001550,NI COMPANY:GLNG@US 'Luxor',Start: 2020-01-28. UTC: 2020-01-28T11:02:23.000Z,GLNG US Equity,28/01/2020 0:00,18/02/2021 0:00,2021.0,2.0,18.0,Energy,Oil & Gas Producers,Not Applicable,North America,United States,BERMUDA,,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,117892940.0,0.283554,-0.850662,2.167766,2.316161
2290,225134646,HC2 Holdings Inc,VATE US,VATE,MG Capital Management Ltd,27/01/2020 0:00,14/05/2020 0:00,2020,11,24,,5: Board Representation; Management Changes; Realize NAV; Board Control; Compensation Changes,-64.31314,113459900.0,5.0,DOCV /ID 0001140361-20-001523,NI COMPANY:VATE@US 'MG',Start: 2020-01-27. UTC: 2020-01-27T22:07:59.000Z,VATE US Equity,28/01/2020 0:00,14/05/2020 0:00,2020.0,5.0,14.0,Industrials,Engineering & Construction,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,"Open - Stake Open, Hostilities Ended",Secondary Focus,5672995.0,12.95547,47.19156,-68.40626,-22.399926
2292,225134646,USA Technologies Inc,A US,A,22NW LP,27/01/2020 0:00,27/04/2020 0:00,2020,11,27,27/04/2020 0:00,1: Support 3rd Party Activist,-19.8718,497837400.0,0.94,NSN Q4RZ823MSFLS,NI COMPANY:CTLP@US '22NW',Start: 2020-01-27. UTC: 2020-01-27T17:00:02.414Z,CTLP US Equity,27/01/2020 0:00,27/04/2020 0:00,2020.0,4.0,27.0,Technology,Software,Success,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,4679671.56,6.538462,30.89744,-24.78941,-19.8718
2299,225134646,TEGNA Inc,TGNA US,TGNA,HG Vora Capital Management LLC,21/01/2020 0:00,12/2/2021,2020,12,10,12/02/2021 0:00,2: Sale of Company; Strategic Review,0.010147,3917280000.0,4.0,NSN Q4GQU4DWX2PS,NI COMPANY:TGNA@US 'HG Vora',Start: 2020-01-21. UTC: 2020-01-21T15:27:32.745Z,TGNA US Equity,21/01/2020 0:00,12/2/2021,2021.0,2.0,12.0,Communications,Entertainment Content,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,156691200.0,-1.052049,-13.90529,1.073489,0.009545
2302,225134646,Garrison Capital Inc,GARS US,GARS,Stilwell Value LLC,21/01/2020 0:00,1/4/2020,2020,12,14,01/04/2020 0:00,3: Sale of Company; Board Representation; Strategic Review,-71.60721,97259100.0,5.0,DOCV /ID 0001104659-20-005286,NI COMPANY:GARS@US 'Stilwell',Start: 2020-01-21. UTC: 2020-01-21T11:09:42.000Z,GARS US Equity,21/01/2020 0:00,1/4/2020,2020.0,4.0,1.0,Financials,Asset Management,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,4862955.0,4.290429,-27.20491,-72.77527,-71.60721
2307,225134646,TEGNA Inc,TGNA US,TGNA,Donerail Group LLC/The,15/01/2020 0:00,15/01/2021 0:00,2020,12,21,15/01/2021 0:00,2: Sale of Company; Strategic Review,-10.46004,3687362100.0,,NSN Q45YVBT0AFB9,NI COMPANY:TGNA@US 'Donerail',Start: 2020-01-15. UTC: 2020-01-15T19:46:11.642Z,TGNA US Equity,15/01/2020 0:00,15/01/2021 0:00,2021.0,1.0,15.0,Communications,Entertainment Content,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,5.529412,-10.94079,-15.15165,-10.433006
2308,225134646,Garrison Capital Inc,GARS US,GARS,Corbin Capital Partners LP,13/01/2020 0:00,27/10/2020 0:00,2020,12,28,27/10/2020 0:00,2: Strategic Review; Sale of Company,-24.84868,94209700.0,8.3,DOCV /ID 0001341004-20-000015,NI COMPANY:GARS@US 'Corbin Capital',Start: 2020-01-13. UTC: 2020-01-13T22:11:27.000Z,GARS US Equity,14/01/2020 0:00,27/10/2020 0:00,2020.0,10.0,27.0,Financials,Asset Management,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,7819405.1,2.385009,-24.84868,-26.59929,-24.84868
2313,225134646,Wheeler Real Estate Investment Trust Inc,WHLR US,#N/A Field Not Applicable,Daniel Dean Khoshaba,6/1/2020,,2020,12,30,,2: Board Representation; Other (Stop issuing deeply discounted preferred securities),-98.94395,15800000.0,7.5,DOCV /ID 0000919574-20-000084,NI COMPANY:WHLR@US 'Daniel Dean',Start: 2020-01-06. UTC: 2020-01-06T20:10:52.000Z,WHLR US Equity,06/01/2020 0:00,,,,,Real Estate,REIT,Pending,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Open - Hostilities Ongoing,Director/Employee,1185000.0,4.294478,74.23313,-98.98743,-66.833912
2329,225134646,Kohl's Corp,KOHL'S,#N/A Invalid Security,Macellum Capital Management LLC,9/12/2021,2/2/2023,2021,1,19,,9: Board Representation; Sale of Company; Strategic Review; Break Up; Return Capital/Buybacks; Board Control; Return Capital/Buybacks; Remove Director/Withhold Votes; Other (Remove chairman),-37.94516,7113760200.0,5.0,NSN R3UPQAT1UM10,NI COMPANY:KSS@US 'Macellum',Start: 2021-12-09. UTC: 2021-12-09T14:18:15.985Z,KSS US Equity,09/12/2021 0:00,2/2/2023,2023.0,2.0,2.0,Consumer Discretionary,Retail - Discretionary,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,WI,Proxy Fight,"Open - Stake Open, Hostilities Ended",Core Activist,355688010.0,-0.899844,-45.36892,-37.38169,-19.519684
2332,225134646,Kohl's Corp,KOHL'S,#N/A Invalid Security,Engine Capital Management LLC,5/12/2021,15/11/2022 0:00,2021,1,21,15/11/2022 0:00,3: Break Up; Sale of Company; Strategic Review,-30.93703,6742208200.0,1.0,NSN R3O000073NCZ,NI COMPANY:KSS@US 'Engine Capital',Start: 2021-12-05. UTC: 2021-12-05T23:02:24.849Z,KSS US Equity,06/12/2021 0:00,15/11/2022 0:00,2022.0,11.0,15.0,Consumer Discretionary,Retail - Discretionary,Partial Success,North America,United States,UNITED STATES OF AMERICA,WI,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,67422082.0,5.407637,-37.69904,-34.48011,-30.93703
